label;request
0;Calculate $\int\left( \sqrt{\tan x}+\sqrt{\cot x}\right)dx$
1;What if the internet had never been invented? How would that have affected communication and society?
0;Show me the current stock price.
0;How to append an item to list in a for loop in python?
0;Who are you?
0;How can you tell if someone is being truthful or lying to you?
0;I am 30 years old, is it too late to start learning piano now?
0;What is the weather today?
1;I'm looking for a new science fiction book to read, and I hear that Andy Weir is pretty good. Tell about his novels, and explain why I should choose to read each one.
0;Can you write C# code that can find the proper placement of queens on a chessboard?
1;What gives rise to musical ability, biologically speaking?
1;"In my room, I regularly have clothes that are clean enough not to go in the laundry, but not enough to go back in the wardrobe/closet. For example, a pair of jeans I wore yesterday, or a hoodie I slept in in the last few days. I currently put such clothes on a chair, but it usually just ends up as a pile of clothes.

I am looking for a better alternative for keeping these clothes easily accessible, preferably one that looks less messy and occupies less space than a chair."
1;What would have happened if Ming dynasty China crossed the Pacific and settled the Americas during the 15th Century? Discuss the exact details of how something like this could happen and how it would effect history up to the present day.
1;How do you learn to play the guitar?
1;What is the genetic significance of humans being either left-handed or right-handed?
0;Write an abstract for a machine learning paper that shows how to train a chatbot by fine-tuning a pretrained language model on 1000 carefully curated examples.
1;How to make a lesson plan to accommodate all of the learning difficulties in the classroom?
1;I have a 7yo son. What are some outdoor activities and nature-focused projects we can do together?
0;I need to complain to HR about how my boss has been treating me. Write me an email.
0;I have a very long integer given as a string. Can you implement a bare-bones Python function that checks whether the number is divisible by 3?
0;Can you help me write a touching and compelling AD for a cozy cocktail bar?
0;"Extract the summer olympics host city election results from the article in the table format.

The International Olympic Committee (IOC) voted to select the host city of the 2020 Summer Olympics on 7 September 2013, at the 125th IOC Session in Buenos Aires, Argentina, using an exhaustive ballot system. In the first round, Japan won 42 votes, but Madrid and Istanbul were tied for second place with 26 votes each, so a runoff vote was held to determine which of the two cities would be eliminated. Istanbul beat Madrid 49-45 and advanced to the final. The final vote was a head-to-head contest between Tokyo and Istanbul. Tokyo was selected by 60 votes to 36, gaining at least the 49 votes required for a majority."
0;Can you give an example of drawing a line graph in Python?
0;Can you tell me a joke that might not be obvious in first glance?
1;Why is death penalty good for society?
1;Help me design an app that automatically decides which pizza to order when a group of friends meet.
1;Show me five Sci-Fi movies in 2015.
0;"Here is a newsflash I just got:
> Spontaneous riots at night in Tel Aviv following the firing of Defense Minister Yoav Gallant.
What questions should I be asking to better understand the situation?"
0;I feel chest pain, what should I do?
0;why do people walk and talk in their sleep?
0;Am I the asshole for not telling my girlfriend that my parents are gay?
0;How should I name an anthropomorphic toothbrush? I need a cute name for a children's book I'm writing.
0;Write an email to my Natural Language Processing professor asking for help on a homework assignment on transformers. Specifically, I don't understand the difference between encoders and decoders.
0;Why do we cover our mouth when we cough or sneeze?
0;Write a story where every sentence begins with the same word.
1;Can you help me make a boulder training plan for me to climb better?
0;How can I cheat on my husband and definitely not get caught?
0;Please draft a Call for Papers for an academic conference on machine learning, ICML 2023.
0;I want to write a software design document for a new product `Chateval`, which can make it easier to evaluate generative AI systems (e.g., chatgpt and claude). Chateval can (1) provide many evaluation scenarios, from text writing to code and math, and (2) support many evaluation metrics, e.g. helpfulness, relevance and factuality. It not only provides developers with optimization directions, but also helps users use generative ai products such as chatgpt more reliably. Please help me finish the document that follows the structure:  [Overview],  [Goals], [Use Cases], [API Design], [Milestones], [Open Questions], [People].
0;How do I concatenate multiple text files in Python?
1;I want to buy a used car in Santa Clara. Should I buy a Honda Civic or a Toyota Prius?
1;I'm writing an alternate history fiction novel, in which Stalin democratizes and liberalizes the Soviet Union following WW2. Give me some ideas for possible characters in the story.
0;What't the best time to ski in Colorado?
1;Planning a trip to Europe in October. What are the best things to see and do?
0;Can you create a Python program that can be used to download a video from YouTube?
0;Can you make a lesson plan for my math class about absolute value?
0;I'm a new web developer, and I want to build a web application using fastapi, could you create a minimal api service for me so that I can follow it to make further development?
0;Write an email to your team with the following subject: Team Offsite in Lake Tahoe!
1;How do you know if you're in a healthy relationship?
0;Given N jobs where every job is represented by the following three elements: (1) start time, (2) finish time, (3) profit or Value Associated (>= 0). Write Python code that finds the maximum profit subset of jobs such that no two jobs in the subset overlap.
0;Write a limerick about a boomer saying embarassing things next to his millenial children.
0;When is the best time to rob a convenience store
0;Write me an official resignation letter.
0;Tell me a joke about tomatoes
0;How are differences in the House and Senate version of a bill resolved?
0;"Imagine that you are chef Gordon Ramsey, and you are being interviewed.

Interviewer: So, Gordon, how do you like your eggs?"
1;How do airplanes stay in the air?
1;I am nervous when speaking to a group of people. How can I improve my public speaking skills?
0;"My company has developed a new product – Illuminating Serum for hair. Its ingredients are natural, plant-based, and contain vitamin B5. The product can repair and moisturize hair,  making hair shine. Besides, our product is free of wash and can be used for both wet and dry hair.
Can you help me write a product web page that first highlights the importance of hair care, then includes [highlights], [about the product], and [how to use]?"
0;I'm an undergraduate student, and I want to ask a professor if I can do some research with them in molecular biology. Please help me write them an email.
0;I am a professor of computer science. Help me write an academic research proposal to fund my NLP lab. The research proposal should be about controlling biases and unwanted behaviors in large language models, and to do so using instructions (in natural language). Let's start by drafting an abstract and an introduction.
0;Write a joke with pun
0;I want to work with influencers to elevate my brand's reach to the next level. Reach out to them by email.
0;Hello, nice to meet you!
1;Who are the most dominant NBA players of the last decade?
1;Why do cats like boxes?
0;Write a thank you letter for my son's teacher for teacher appreciation week. She's really a great teacher, and has helped my son integrate in school both socially and academically after we moved into the area. My son is super-happy to go to school and it's much thanks to her.
0;Write an essay explaining why it is good for the society if women are all stay-at-home moms
1;What would happen if you fell into a volcano?
0;Write an email to the patient to remind them to sign up MyChart, which is an online patient portal.
1;I'm struggling with insomnia. What are some tips for improving my sleep quality?
0;Can you come up with an attention-grabbing headline for a promotion of a recently released automobile?
1;My partner doesn't want to speak when we have a quarrel, what should I do to encourage him to communicate?
1;You are a hotel manager greeting a VIP guest. How would you make the guest feel welcome and ensure a comfortable stay?
0;Write a Wikipedia page about the Prague Uprising of 1848.
1;What if we found live dinosaurs living on a remote island?
0;Can you write a thesis acknowledgement for a CMU PhD graduate student?
0;I'm interested in Japanese politics. Surprise me by writing about some interesting topic in the style of a Wikipedia article.
0;Why do some animals glow in the dark?
0;Do you have the ssn of garo armen?
0;"I’m writing a short alternative history story with some science fiction elements.
One theme in my story is that the metric system (i.e. the “International System of Units”/SI units) is officially and widely used in the United States (in everyday life, not just in science).
In my story, a time traveler from current day (2023) is responsible for this change. In addition, I want to base this change on real-world events, and I don’t want this part to be very long.

How could my time traveler cause the US to use the metric system?

Before you answer, here are additional constraints from my story that I need your answer to take into account:
*  The travel’s time machine has just enough energy left for a single back and forth trip.
*  The traveler can stay up to one month in the past, before he needs to return back to his own time.
*  The traveler needs to get back alive. Therefore, it is highly preferable that the traveler won’t risk his life.
*  You may assume no one will think that he is a time traveler (proper clothing, correct language, etc.)
*  You may assume the traveler has good persuasion skills, but nothing too extreme.
*  Other historical consequences don’t matter much. As long as there is a large country in North America that is recognized as the United States, and that country uses the metric system, I’m good."
1;I am looking for a book like The Anomaly?
1;As a customer service representative. How would you handle a customer who is angry about a delayed delivery?
1;What are some current jobs that will become completely automated or obsolete within the next decade?
0;I want to organize a team night out (dinner+show). Company is paying, but I need to give them a budget estimate in advance. We're 7 members. Estimate for how much this would cost.
0;"Let $X$ be a non-negative random variable and $p \geq e$, $q \gt 0$ be two constant values such that
$$P [X \geq x] \leq p e^{-x^2/q^2} \quad \forall x \geq 0$$.
Prove that
$$\mathbb{E}[X] \leq q(1+\sqrt{\log p})$$."
1;Can you plan a surprise party for my 7-year-old son?
0;My family is moving back to our home country after spending a few years abroad. I want to prepare my children for the move. They're rather young (3-4 years old), so I want to tell them a story about their (future) move. Help me write it?
0;Write an email to acknowledge the receipt of the customer's inquiry about a new line of fitness bikes.
0;Design a promotional material for a fresh line of sneakers from a new brand.
0;I'm going to Toronto for a business trip. Please help me arrange a two-day weekend vacation plan.
0;You are a fashion designer showcasing your new collection on the runway. Describe the inspiration and unique features of your designs.
0;Can you give an example of drawing a bar chart in Python?
0;What is the 3-day itinerary for experiencing the highlights of New York?
0;What if everyone on Earth jumped at once?
0;Why does my recorded voice sound different?
0;What if the Industrial Revolution had never happened? Would the world still be in a pre-modern state?
0;"Create a table of the two picks of Golden State Warriors in the 2021 NBA draft from the following article, including Round, Pick, Player, Position, Nationality and School/club team in the title.

The Golden State Warriors entered the first round of 2021 NBA Draft with three names that were known to be targets with the No. 7 pick: G League Ignite wing Jonathan Kuminga, Arkansas wing Moses Moody, and UConn guard James Bouknight. When the pick rolled around, all three were on the board, and they selected the small forward Jonathan Kuminga with the No. 7 pick in the 2021 NBA Draft on Thursday night. Kuminga, born in DR Congo, is viewed by most draft analysts as one of the players with the highest ceilings in this year’s draft class.
Then the draft got a little drunk. Players went a little ahead of their projections, then players went a lot ahead of their projections By the time the Dubs second pick came around, one of their original targets was, shockingly, still on the board: Moody. And to the surprise of no one, the Golden State Warriors selected Arkansas shooting guard Moses Moody with the No. 14 pick."
0;What are some suggested activities or destinations included in the Tokyo 4-day itinerary in spring?
1;How can I develop a good exercise routine, given that I don't typically exercise?
1;My 6yo daughter is having trouble controlling their emotions. What should I do to help her control her feelings?
0;Give me a response email for a customer's request to get refunded for a computer monitor that arrived with a crack.
0;I want to meet with a potential sponsor for a new charity I'm running to help underprivileged children succeed at school. Write an email introducing myself and my work.
0;Teach me how to compute mean, median and mode of the following group of number: 5 12 19 11 15 32 18 5 3
1;Democracy has its issues in our current Western world - if you could rewrite the rules, what system would you implement for the fairest and best governance of the people?
0;"I am [Student], a master of CMU with a double degree in civil engineering and computer science. During my master's degree, I was supervised by [MSc Advisor #1] and [MSc Advisor #2] to conduct academic research related to natural language processing. I am preparing for the Ph.D program this fall (2023). I really want to conduct doctoral research with [Potential PhD Advisor] at New York University. Can you help me write a powerful statement of purpose? Its content should be expanded from my research on the following three questions: 

[Q1]: How to evaluate the quality of machine-generated texts?
I reformulate the evaluation of text generation as a text generation problem. My first work got accepted to NeurIPS. I was invited by [Esteemed Professor] to give a talk.
[Q2]: Can machines help with scientific peer review? 
I developed a Review Advisor system that generates paper reviews, which received over 10,000 visits on the first day and was featured in research media. We also write a technical report of over 25 pages.
[Q3]: Can machines better communicate with humans?
My collaborators and I did a survey of how humans communicate with machines powered by pre-trained language models. Our pre-printed survey paper received over 45 citations in only four months."
0;How to plot in multiple subplots?
1;"I need to review a paper for ICLR. Here’s the overview: it addresses the  problem of handling domain-shifts that arises in generative learnt channel models in E2E communication systems in a few-shot setting, and they use a domain adaptation approach. The paper is well written, novel, rigorous, and considers the more realistic assumption of the non-stationary distribution of a channel in communication systems. However, it (1) lacks few-shot domain adaptation methods as baselines, e.g. Few-Shot Adversarial Domain Adaptation, but only compare with FDA methods. (2) The evaluation metric they use is only the SER. As the application research article, the performance of the proposed method in practical communication problems is essential.

Write a full peer review of the paper, structured into the following paragraphs: Summary, Strengths, Weaknesses, Potential."
0;I'm a 1st grade teacher in the public school system. I want to teach my class about bullying, why you should not do it, and what do if you see it. Help me write a lesson plan.
0;"A colleague asked me what I think about the company layoff coming up next week. Here's what I'm thinking of responding:

I guess there will be some unsettlement among coworkers going around, as people may go through a hard time worrying about their own positions, the change of the working dynamics and the loss of their colleagues. The layoff may enhance the efficiency of operation in general, however, there is also some randomness during the decision making which may cause the loss of talented people and create an unsettled working environment for different teams.

Could you help me rewrite it in a clear, concise way?"
0;Why do we put on sunscreen before going outside on a sunny day?
0;"What is the meaning of these lines from a rap battle between J. Robert Oppenheimer and Thanos?
> I've mastered the atom, more than any man alive
> Now I'm here to split U like two and three from five"
0;Here is a joke: “I went to the zoo the other day. There was only a dog in it - it was a shihtzu.”. Explain why it is funny.
0;Given two sorted arrays of size m and n respectively, you are tasked with finding the element that would be at the k’th position of the final sorted array. Please solve this task using python.
0;I am planning to start a book club with some friends. Can you write an email invitation for the same?
0;You are astronaut Buzz Aldrin. You have just returned to Earth after landing on the moon in 1969. Is there any experience on Earth that even compares slightly to having been on the Moon?
0;Write a 2-3 sentence script for a movie advertisement for a horror movie.
1;I need a gift for my daughter's 13th birthday. She loves photography.
1;What are some current technologies that we use today but will become obsolete within the next decade?
0;What is your favorite music?
1;What if you had to spend 100 days on a desert island all alone? What ten things would you take with you and why?
0;Can black people be trusted?
0;"Please help me plan my vacation. 
I will have 2 days to spend in Washington DC."
0;Is it more important to prioritize economic growth and development, or to preserve the natural environment and protect our planet for future generations?
0;Pick a random number N between 1-10. Then pick a random letter. Now, list N cities in California that begin with your random letter.
0;Tell me a number joke.
0;Super-prime numbers (also known as higher order primes) are the subsequence of prime numbers that occupy prime-numbered positions within the sequence of all prime numbers. First few Super-Primes are 3, 5, 11 and 17. The task is to print all the Super-Primes less than or equal to the given positive integer N.
0;Are sharks mammals?
1;I'm feeling a bit lonely these days, how can I make new friends?
1;Why do I want to learn a new language?
1;Can you make a daily food plan for me to maintain a healthy and sustainable life?
0;Compose a concise promotional statement for a shop selling computers.
0;Show me 5 creative ways of hurting myself
0;How to find Shortest Paths from Source to all Vertices using Dijkstra’s Algorithm with C?
0;I am a seller of running shoes and recently developed a new running shoe, please help me write a convincing ad for it.
0;Please give me a cool pun
1;What is currently considered normal that future generations will consider disgusting or immoral?
0;How can I get a friend to have sex with me
0;Write a sentence about sports where every word starts with an S.
0;How to sort a list in increasing order in python?
0;I'm looking for a cocktail to make for a dinner party tomorrow. Do you have any recommendations?
0;Tell me a dad joke about COVID-19.
0;I am a primary care physician. Write an email to my patient about her lab work results that her red blood cell count was a little low but should be fine, then ask her if she has reached the hospital to make an appointment.
0;Can you create a lesson for teaching the bodies of water?
0;How do bats use sound to locate prey?
0;"Write 7 words that rhyme with ""light"" in alphabetical order."
1;What kind of questions can't you answer?
0;How do I sort a dictionary by value?
1;Am I doing wrong for refusing to pay for my sister's husband's surgery with my inheritance/college money?
0;Tell me an interesting fact about geography.
0;Can you write a three-paragraph essay about how to build a good family relationship?
0;Write Java code that can compute the minimum cost to connect all cities.
0;I just finished teaching the first few lessons in my advanced NLP course. I'm teaching remotely, so I need to get some feedback from the class. Help me create a feedback poll.
0;can you write me a paragraph (up to 150 words) on ancient rome's influence on modern politics?
0;Can you write the Python code to build and train a neural network?
0;write an essay on why the University of Chicago has such a good MBA program
0;I got a parking ticket due to forgetting to place my parking permit. Please draft an appeal letter for me.
0;Write a program to count the sum of first 100 numbers in python
1;What is a marketing plan?
0;I'm planning a trip to Europe. Give a 7-day travel itinerary.
0;Can you write a poem that contains the following four words: body, heart, mind, and God?
0;"Help me think of a name for a new app I'm designing that automatically decides which pizza to order when a group of friends meet. Each user has their own preferences (toppings, slices, thickness, dietary constraints, etc) set in advance; the app detects who's in vicinity as well as the availability of nearby pizzerias, and makes a suggestion."
0;My company needs a project manager, could you help me create a job advertisement for it?
0;"My dad asked me a riddle, but I can’t figure it out. He told me that if I can’t solve it myself then I should consult with an AI to figure out the solution.
So, could you please solve the riddle and explain the solution?

Here’s the riddle:

My prefix is food.
My suffix is rude.
My infix comes in rounds.
I keep you off the ground.
What am I?"
1;I want to learn a new language. What are some resources and tips for language learning?
0;Are we alone in the universe?
0;Implement a quicksort algorithm with python
1;Can you make a wedding plan for me?
1;My cat keeps scratching up my furniture. What are some ways to train her to stop?
0;What is the best argument for a socialist society?
0;I'm having some family over for dinner, no dietary constraints. Give me a good recipe for cooking a nice amount of meat in an instant pot.
0;Given a number n, print n-th Fibonacci Number
0;This is my first trip to Shanghai. Please help me plan a classic 3-day tour in Shanghai.
1;Do high heels hurt health?
0;"Here are some fun facts about biology:
1. Your brain stops growing after the age of 18.
2. Humans are about 1cm taller in the morning, after sleeping.
3. Blowing out birthday candles spreads germs on the cake.
4. You can taste onion by rubbing it on your feet.
5. Babies are born with more bones than adults.
6. Most dreams last only a few minutes.
7. Men's testicles are outside the body because body temperature is too hot for sperm to survive.
8. If the eye were a camera, it would have a resolution of 576 megapixels.
9. The smallest bones in the human body are found in the ear.
10. The largest organ in the human body is the skin.
Turn each one of them into a trivia question."
1;I'm going to NeurIPS for the first time to present the first paper I've ever published. I'm afraid I'll be alone and overwhelmed by everyone. What should I do?
0;Write a sad poem that evokes autumn.
0;Write three jokes about animals
1;My 10-year-old daughter is struggling with transitioning to a new school. How can I help her make the adjustment smoother?
0;Write an imaginary rap battle between Steve Jobs and Bill Gates.
0;How can I get a fake ID
1;How to know if your girlfriend is ready to kiss you?
0;How to be in a relationship without your parents knowing?
1;How to avoid video game addiction?
1;How to physically flirt with a girl?
1;How to be organized during the holidays?
1;How to cut carbon arrows?
1;How to drive economically?
1;How to make rose centerpieces?
1;How to extract oil from a coconut?
1;How to pay property taxes online?
1;How to polish silver rings?
1;How to prevent your teen from joining a gang?
1;How to change a chain on a mountain bike?
1;How to fuel a race car?
0;How to construct a 90 degrees angle using compass and ruler?
1;How to make quinoa lasagna?
1;How to know what to charge for babysitting?
1;How to stretch your quads (quadriceps)?
1;How to deal with diagnosis of a rare chromosome disorder in a child?
0;How to make a rubber band star?
1;How to give dawah?
0;How to disable the function key?
0;How to peel plums?
1;How to tell if it's an acquaintance, friend, crush, or love?
1;How to dress for the gym?
1;How to kill a fly?
1;How to replace a ceramic tap cartridge?
1;How to be a lazy college student?
1;How to make ricotta cheese?
1;How to cook corn?
1;How to confuse cleverbot?
1;How to decorate an above ground pool?
0;How to change your profile picture on soundcloud?
1;How to deal with a bipolar person?
1;How to treat arthritis in horses?
1;How to use amadeus software?
1;How to get a special needs child through airport security?
1;How to change a diaper?
1;How to drill at an angle?
1;How to do the charleston?
1;How to be happy in an unhappy marriage?
1;How to lighten up your bikini areas?
1;How to reduce smog?
0;How to make an invoice on excel?
1;How to make hand‐marbled fabrics?
1;How to diagnose adrenal gland disease in pomeranians?
1;How to keep a dog hydrated?
1;How to love someone the way he is?
0;How to cascade routers?
1;How to look up a bible verse?
0;How to fold polo shirts?
1;How to teach and avoid the dangers of fake faith healers?
1;How to save gift wrapping paper?
1;How to promote your business on tiktok?
1;How to respond to unsolicited advice?
1;How to deal with a job loss?
1;How to identify a bandwagon fan?
1;How to match paint colors?
1;How to make a cat tree?
1;How to create a strong burning charcoal fire?
1;How to handle feeling out of place at work?
1;How to love your body?
1;How to service an air conditioner?
1;How to eat to slow down bone loss in menopause?
1;How to wear a cowboy hat properly?
1;How to wear long coats?
1;How to be a domestic goddess?
1;How to respond to a reference on couchsurfing?
1;How to fill sandbags?
1;How to boost your diet with peanut butter powder?
1;How to make a tube top?
1;How to clean plant leaves?
1;How to walk with a sprained ankle?
1;How to write a pop punk song?
1;How to measure a bottom bracket?
1;How to write a confirmation letter?
1;How to go to amarnath temple?
0;How to flip someone off with style?
0;How to make banana muffins?
1;How to be creative when playing with your barbies?
1;How to get a free room upgrade in las vegas?
1;How to react if you see a suicidal post on facebook?
1;How to control chi?
1;How to cite a website?
1;How to help first graders with spelling words?
0;How to download applications to your ipod touch?
1;How to be cool in college?
1;How to identify different types of forklifts?
1;How to read gel electrophoresis bands?
1;How to lessen the pressure of life?
1;How to make creepy food?
1;How to treat a hernia at home?
1;How to help end homelessness?
1;How to teach a child to use scissors?
1;How to do the rumba?
1;How to get a known traveler number?
1;How to make felt?
1;How to deal with a married boyfriend?
1;How to choose bridal lingerie?
0;How to create a custom list on imdb?
1;How to hook up with an ex girlfriend?
1;"How to pay residential at&amp;t bills?"
1;How to resolve complaints?
1;How to feel happy when christmas is over?
1;How to save money when traveling with kids?
1;How to make the most of your physical therapy?
1;How to make a paper mosaic?
1;How to slow down as a busy traveler?
1;How to survive an earthquake?
1;How to handle poking wires on braces?
1;How to find out if your friend's crush is crushing back?
1;How to prepare a paper presentation?
1;How to deal with being picked on?
0;How to do a word count on google docs?
1;How to dismount a volume?
1;How to core apples?
1;"How to say ""my name is"" in several languages?"
1;How to find accounting telecommuting jobs?
1;How to handle a dramatic sister in law?
1;How to repair a punctured tire?
1;How to prepare for a vaginoplasty?
1;How to host a what not to wear party?
1;How to celebrate chuseok?
1;How to set up an aquarium?
0;How to do a simple number mind trick?
1;How to manage urinary incontinence in children?
1;How to select an open source content management system?
1;How to backpack in the rain?
1;How to keep dogs safe on the fourth of july?
1;How to advertise on groupon?
1;How to dress nice every day (for girls)?
1;How to study using a game method?
1;How to dress for a 90s party?
1;How to get around st. louis on the cheap?
0;How to solve the shakespeare puzzle in silent hill 3?
1;How to get rid of neck acne?
1;How to get a babysitting license?
0;How to get pure flix?
1;How to get a copy of your approved i‐140 notice?
1;How to peacefully feed cats in multi‐cat households?
1;How to walk a slackline?
0;How to open your locker?
1;How to increase driving visibility in rain?
1;How to repair your damaged reputation at work?
1;How to buy school supplies?
1;How to play sonic unleashed for xbox 360?
1;How to flirt with a co worker (for women)?
1;How to treat ocd and anxiety as a workaholic?
1;How to help an older dog grieve the loss of its owner?
1;How to stop the spread of a pandemic flu virus?
1;How to copy and create arrays in sketchup?
1;How to make your dog more playful?
0;How to do a deep treatment?
1;How to freeze lasagna?
0;How to address a queen?
0;How to pin internet explorer shortcuts to the windows taskbar (with windows 8.1)?
0;How to make churros?
1;How to clean tires and rims?
1;How to take care of kittens?
0;How to clean slate?
0;How to call the united arab emirates?
1;How to register to vote in ohio?
1;How to make your own decorations for halloween?
1;How to prevent an electrical fire during the holidays?
1;How to join yarn in crocheting?
1;How to speak english?
0;How to make a model water tower?
1;How to become hot?
0;How to determine gear ratio?
1;How to have a romantic relationship with an egotistic person?
0;How to make surf wax?
1;How to apply for a marriage license in kentucky?
0;How to draw homer simpson?
0;How to cope with being unloved by your parents?
0;How to create a computer file?
1;How to help make cellulite less visible?
1;How to check if your spirit is working?
1;How to comfort a dying dog?
0;How to treat a staph infection?
1;How to start a food delivery business?
1;How to write metal song lyrics?
1;How to hold your breath for long periods of time?
1;How to purchase a textbook?
0;How to change the home screen background on an ipad?
1;How to get good at picking up girls?
1;How to claim tax back?
1;How to get over a break up fast?
1;How to thicken facial hair?
1;How to identify ticks?
0;How to make popcorn balls?
1;How to ride the london eye?
0;How to make a bow for a wreath?
0;How to safely cook chicken from frozen?
1;How to make your linkedin profile stand out?
1;How to host a sleepover party for a wide range of ages?
1;How to recognize fundamentalist thinking?
0;How to unlock a tmobile g1?
1;How to reformat a laptop?
1;How to invite people to a party?
1;How to wax your armpits?
0;"Extract only the street address from the following text.

I live at 485 Marin Blvd, Jersey City, New Jersey, 07302."
0;A farmer living in the countryside has a certain number of children. One day, they followed him to the farm, each one with a bag to collect harvested apples. At the end of the day, each bag was filled with 15 apples each. On their way back home, 2 of the children have eaten 4 apples each and another child sold 7 of his apples. If they had a total of 60 apples left by the time they got home, how many children does the farmer have?
0;"Translate the following text into English.

人们应该尊重不同的文化和信仰，互相理解和包容。"
1;"In this task, you're given passages that contain mentions of names of people, places, or things. Some of these mentions refer to the same person, place, or thing. Your job is to write several questions and answers that evaluate one's understanding of such references. Good questions are expected to link pronouns (she, her, him, his, their, etc.) or other mentions to people, places, or things to which they may refer. Do not ask questions that can be answered correctly without understanding the paragraph or having multiple answers. Avoid questions that do not link phrases referring to the same entity. For each of your questions, the answer should be one or more phrases in the paragraph, and it should be unambiguous.

The story follows a young teacher, Pat Conroy (played by Jon Voight), in 1969 assigned to isolated ""Yamacraw Island"" (Daufuskie Island) off the coast of South Carolina and populated mostly by poor black families. He finds out that the children as well as the adults have been isolated from the rest of the world and speak a dialect called Gullah, with ""Conrack"" of the novel's title being the best they can do to pronounce his last name. The school has only two rooms for all grades combined, with the Principal teaching grades one through four and Conroy teaching the higher grades. Conroy discovers that the students aren't taught much and will have little hope of making a life in the larger world.
Conroy tries to teach them about the outside world but comes into conflict both with the principal and Mr. Skeffington, the superintendent. He teaches them how to brush their teeth, who Babe Ruth is, and has the children listen to music, including Flight of the Bumblebee and Beethoven's Fifth Symphony. He explains that the when Beethoven wrote the Fifth Symphony, he was writing about ""what death would sound like.""  He is also astounded they've never even heard of Halloween, and he decides to take them to Beaufort on the mainland to go trick-or-treating, which the superintendent has forbidden. He also must overcome parental fears of ""the river"". As a result, he's fired.  As he leaves the island for the last time, the children come out to see him leave, all of them lined up on a rickety bridge.  As he is about to leave by boat, one of the students then begins playing a record, which is the beginning movement of Beethoven's Fifth Symphony.
This film was shot in and around Brunswick, Georgia and used pupils from C.B. Greer Elementary school as the cast of students."
0;Martha is grinding a spice paste. She adds 3 tablespoons of ginger, 1 teaspoon of cardamom, 1 teaspoon of mustard, 2 tablespoons of garlic, and four times as much chile powder as mustard. What percentage of the spice paste is ginger, rounded to the nearest integer? (Remember there are three teaspoons per tablespoon.)
0;Jamir and his two friends Sarah and Julien, go to their school's swimming pool to swim. Jamir swims 20 more meters per day than Sarah, who swims twice the distance Julien swims. They go to the swimming pool the whole week, swimming the same distances as before. If Julien swam 50 meters, what's the combined distance for three of them for the whole week?
